Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
2,4,1,3,4011,I just purchased tickets for my kids to fly from the US to Germany. How do I get the mileage credit?,[I just purchased tickets for my kids to fly from the US to Germany. ]How do I get the mileage credit?,I just purchased tickets [for my kids to fly ]from the US to Germany. How do I get the mileage credit?,100,48,0.52,1
2,4,1,3,4012,I booked a air ticket for my sister using my cname- mileplus reward mile yesterday morning. But we have not received the confirmation email yet.,I booked a air ticket [for my sister using my cname- mileplus reward mile yesterday morning. But ]we have not received the confirmation email yet.,I booked a air ticket [for my sister] using my cname- mileplus reward mile yesterday morning. But we have not received the confirmation email yet.,144,60,0.5833333333,1
2,4,1,3,4013,"Cancelled flight , confirmation # ------, WANT TO BE SURE IS STILL USABLE WITHIN ONE YEAR","Cancelled flight , confirmation # ------, WANT TO BE SURE IS STILL USABLE WITHIN ONE YEAR","Cancelled flight , confirmation # ------, WANT TO BE SURE IS STILL USABLE WITHIN ONE YEAR",89,0,1,1
2,4,1,3,4014,THE EMAIL TO WHICH BOARDING PASS SENT IS WRONG. THERE IS SPELLING MISTAKE,THE EMAIL TO WHICH BOARDING PASS SENT IS WRONG. [THERE IS SPELLING MISTAKE],THE EMAIL TO WHICH BOARDING PASS SENT IS WRONG.[ THERE IS SPELLING MISTAKE],73,0,1,1
2,4,1,3,4015,i need to confirm that i purchased a ticket on 11/29/2012 but i can't find confirmation number,[i need to confirm that i purchased a ticket on 11/29/2012 but ]i can't find confirmation number,i need to confirm that i purchased a ticket on 11/29/2012 but i can't find confirmation number,94,62,0.3404255319,0
2,4,1,3,4016,i would like to speak to a representative re domestic flight. whats the number to call?,i would like to speak to a representative re domestic flight. [whats the number to call?],i would like to speak to a representative re domestic flight. whats the number to call?,87,25,0.7126436782,0
2,4,1,3,4017,i have cname- chase visa card and if i pay with do i get the 50 dollars discount,i have cname- chase visa card and if i pay with do i get the 50 dollars discount,i have cname- chase visa card and if i pay with do i get the 50 dollars discount,80,0,1,1
2,4,1,3,4018,I lost my cel phone at the Chicago O'Hare airport in C Terminal,I lost my cel phone at the Chicago O'Hare airport in C Terminal,I lost my cel phone at the Chicago O'Hare airport in C Terminal,63,0,1,1
2,4,1,3,4019,Why hasn't my trip been updated yet? Booking number ------ . I was told it would update today to upgrade to business first on my trip using my reward. Miles. Please advise. Thank you,Why hasn't my trip been updated yet? Booking number ------ [. I was told it would update today to upgrade to business first on my trip using my reward. Miles. Please advise. Thank you],Why hasn't my trip been updated yet? Booking number ------ . [I was told it would update today to upgrade to business first on my trip using my reward. Miles. Please advise. Thank you],182,0,1,1
2,4,1,3,4020,"I do not have a pin number, how do I create one. I do have a password.","I do not have a pin number, how do I create one. [I do have a password.]","I do not have a pin number, how do I create one. I do have a password.",70,21,0.7,0
2,4,1,3,4021,"On a recent trip my boarding pass was printed out with the wrong departure gate number. By the time I figured it out and got to the right gate, they had given away my first class seat. I had gotten th","On a recent trip my boarding pass was printed out with the wrong departure gate number. By the time I figured it out and got to the right gate, they had given away my first class seat. I had gotten th","[On a recent trip my boarding pass was printed out with the wrong departure gate number. By the time I figured it out and got to the right gate, they had given away my first class seat. I had gotten th]",200,200,0,0
2,4,1,3,4022,Can you confirm the date of birth you have listed for one of the travellers please - -----------------. I think you may have it listed incorectly.,Can you confirm the date of birth you have listed for one of the travellers [please - ]-----------------.[ I think you may have it listed incorectly.],Can you confirm the date of birth you have listed for one of the travellers [please - -----------------. I think you may have it listed incorectly.],146,0,1,1
2,4,1,3,4023,"Hello, I have a flight this afternoon and the website is not allowing me to check-in. Confirmation # ------ Last name: --------","[Hello, I have a flight this afternoon and] the website is not allowing me to check-in. Confirmation # ------ Last name: --------","[Hello, ]I have a flight this afternoon and the website is not allowing me to check-in. [Confirmation # ------ Last name: --------]",127,75,0.4094488189,1
2,4,1,3,4024,"My husband ---------------- has a mileage plan account and we cannot find the number, where can we get it? He has a Mileageplan Explorer account with Chase.","[My husband ]---------------- has a mileage plan account and we cannot find the number, where can we get it? [He has a Mileageplan Explorer account with Chase.]","[My husband ]---------------- has a mileage plan account and we cannot find the number, where can we get it? [He has a Mileageplan Explorer account with Chase.]",156,0,1,1
2,4,1,3,4025,"My daughter left Houston on Flight #### -- and reaching Orlando, FL, but I don't see this flight on your -- web site, Please advice.","[My daughter left Houston on ]Flight #### -- and reaching Orlando, FL, but I don't see this flight on your -- web site, [Please advice.]","[My daughter left ]Houston on Flight #### -- and reaching Orlando, FL, but I don't see this flight on your -- web site,[ Please advice.]",132,11,0.9166666667,1
2,4,1,3,4026,Why don't I get a complimentary upgrade due to my silver elite status?,Why don't I get a complimentary upgrade due to my silver elite status?,Why don't I get a complimentary upgrade due to my silver elite status?,70,0,1,1
2,4,1,3,4027,From my itinerary where do I find my confirmation number to print my boarding pass? I'm obviously not a frequent flyer.,From my itinerary where do I find my confirmation number to print my boarding pass?[ I'm obviously not a frequent flyer.],From my itinerary where do I find my confirmation number to print my boarding pass? [I'm obviously not a frequent flyer.],119,0,1,1
2,4,1,3,4028,"I need my ticket number but only have my itenary, where can i find my ticket number","I need my ticket number but only have my itenary, where can i find my ticket number","I need my ticket number but only have my itenary, where can i find my ticket number",83,0,1,1
2,4,1,3,4029,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,How many [award ]miles do I need for a Mileageplan award ticket?,62,6,0.9032258065,0
2,4,1,3,4030,can you see if my duaghter alrady has an account? name ------- --- ---------- NJ,can you see if my duaghter alrady has an account? name ------- --- ---------- NJ,can you see if my duaghter alrady has an account? [name ------- --- ---------- NJ],80,30,0.625,0
2,4,1,3,4031,I flew ------10Jan & the miles are not in my account. How do I go about getting credit?,I flew ------10Jan & the miles are not in my account. How do I go about getting credit?,I flew ------10Jan & the miles are not in my account. How do I go about getting credit?,87,0,1,1
2,4,1,3,4032,"I tried to get credit for my one way ORD HNL, but the response is """" credit for this tkt nr has already been applies. I only received the return credit HNL ORD. now what","I tried to get credit for my one way ORD HNL, [but the response is """" credit for this tkt nr has already been applies. ]I only received the return credit HNL ORD. [now what]","I tried to get credit for my one way ORD HNL, but the response is """" credit for this tkt nr has already been applies. I only received the return credit HNL ORD. [now what]",169,72,0.573964497,1
2,4,1,3,4033,I'm missing mileage from miles I purchased to upgrade to Silver. Miles were purchased on 17 January. Transaction # ##########,I'm missing mileage from miles I purchased to upgrade to Silver.[ Miles were purchased on 17 January. ]Transaction # ##########,I'm missing mileage from miles I purchased to upgrade to Silver. [Miles were purchased on 17 January. Transaction # ##########],125,24,0.808,1
2,4,1,3,4034,Hi - I'm trying to verify that we are allowed to check 2 bags (up to 50 lbs each) and one exception item (like a guitar.) This is for our flight tomorrow shown as Conf. #------.,[Hi - ]I'm trying to verify that we are allowed to check 2 bags (up to 50 lbs each) and one exception item (like a guitar.)[ This is for our flight tomorrow shown as Conf. #------.],[Hi - ]I'm trying to verify that we are allowed to check 2 bags (up to 50 lbs each) and one exception item (like a guitar.) [This is for our flight tomorrow shown as Conf. #------.],177,0,1,1
2,4,1,3,4035,i would like reimbursement for my baggage check fee as well as some items of clothing i needed to purchase when ------ misplaced my bag,i would like reimbursement for my baggage check fee as well as some items[ of clothing ]i needed to purchase when ------ misplaced my bag,i would like reimbursement for my baggage check fee as well as some items of clothing i needed to purchase when ------ misplaced my bag,135,13,0.9037037037,0
2,4,1,3,4036,"Okay. Sorry, I typed in the info on the left. It is leaving Phoenix and going to Barcelona.","[Okay. Sorry, ]I typed in the info on the left. It is leaving Phoenix and going to Barcelona.","[Okay. Sorry, I typed in the info on the left. It is leaving Phoenix and going to Barcelona.]",91,78,0.1428571429,1
2,4,1,3,4037,I can't remember my account information and I have moved from my address on record. I want to access my account.,I can't remember my account information [and I have moved from my address on record. ]I want to access my account.,I can't remember my account information [and I have moved from my address on record. I want to access my account.],112,28,0.75,1
2,4,1,3,4038,i signed up for mileage plan after boking a flight can i transfer my points now,i signed up for mileage plan after boking a flight can i transfer my points now,i signed up for mileage plan after boking a flight can i transfer my points now,79,0,1,1
2,4,1,3,4039,have cname------ one pass number but do not know how it was mergered into cname- mileage plan,have cname------ one pass number but do not know how it was mergered into cname- mileage plan,have cname------ one pass number but do not know how it was mergered into cname- mileage plan,93,0,1,1
2,4,1,3,4040,A phone number to call concerning changes cname- made to our flight reservations for March 12 Vegas to Ft Lauderdale.,A phone number to call concerning changes cname- made to our flight reservations[ for March 12 Vegas to Ft Lauderdale.],[A phone number to call concerning changes cname- made to our flight reservations for March 12 Vegas to Ft Lauderdale.],117,80,0.3162393162,1
2,4,1,3,4041,what days of the week of may 5 have the best round trip prices,what days of the week of may 5 have the best round trip prices,what days of the week of may 5 have the best round trip prices,62,0,1,1
2,4,1,3,4042,Can I have a new Mileage plan card withNew mileageplan number ? Or,Can I have a new Mileage plan card withNew mileageplan number ? Or,Can I have a new Mileage plan card withNew mileageplan number ? [Or],66,2,0.9696969697,0
2,4,1,3,4043,I would like to use my miles to buy a ticket that has multiple destinations and,I would like to use my miles to buy a ticket that has multiple destinations and,I would like to use my miles to buy a ticket that has multiple destinations[ and],79,4,0.9493670886,0
2,4,1,3,4044,"please tell me about 3 certificates I have that are """"one pass miles"""" from cname------ airline","[please ]tell me about 3 certificates I have that are """"one pass miles"""" from cname------ airline","please tell me about 3 certificates I have that are """"one pass miles"""" from cname------ airline",95,7,0.9263157895,0
2,4,1,3,4045,I did not receive my cname- Club Card. Can I print a card?,I did not receive my cname- Club Card. Can I print a card?,I did not receive my cname- Club Card. Can I print a card?,58,0,1,1
2,4,1,3,4046,How do I add my Mileageplan Number to a previously booked reservation?,How do I add my Mileageplan Number to a previously booked reservation?,How do I add my Mileageplan Number to a previously booked reservation?,70,0,1,1
2,4,1,3,4047,"Hi. I am trying to find a nonstop flight for two adults, first class, from Tucson to Houston on either Tuesday 2/5 or Wednesday 2/6. I see one seat in first on Wednesday, are all the other seats in f","Hi. I am trying to find a nonstop flight for two adults, first class, from Tucson to Houston on either Tuesday 2/5 or Wednesday 2/6. I see one seat in first on Wednesday, are all the other seats in f","[Hi. ]I am trying to find a nonstop flight for two adults, first class, from Tucson to Houston on either Tuesday 2/5 or Wednesday 2/6. I see one seat in first on Wednesday, are all the other seats in f",199,4,0.9798994975,0
2,4,1,3,4048,"Flight --4 leavint 9:25 AM Tues. Apr. 9, 2013 from IAD to London England LHR-Heathrow at which terminal at LHR should ride meet us?","Flight --4 leavint 9:25 AM Tues. Apr. 9, 2013 from IAD to London England LHR-Heathrow at which terminal at LHR should ride meet us?","Flight --4 leavint 9:25 AM Tues. Apr. 9, 2013 from IAD to London England LHR-Heathrow at which terminal at LHR should ride meet us?",131,0,1,1
2,4,1,3,4049,PLEASE PROVIDE ME WITH A PHONE NUMBER TO GET MY MILEAGE CARD ACCT NUMBER,PLEASE PROVIDE ME WITH A PHONE NUMBER TO GET MY MILEAGE CARD ACCT NUMBER,PLEASE PROVIDE ME WITH A PHONE NUMBER TO GET MY MILEAGE CARD ACCT NUMBER,72,0,1,1
2,4,1,3,4050,Can I pay for my checked luggage in advance or do I need to wait for check in?,Can I pay for my checked luggage in advance or do I need to wait for check in?,Can I pay for my checked luggage in advance or do I need to wait for check in?,78,0,1,1
2,4,1,3,4051,i just enrolled on line for cname- frequent flier membership. i flew 2 weeks ago from newark to copenhagen round trip on SAS and would like to add those miles to my account. please advise,i just enrolled on line for cname- frequent flier membership. [i flew 2 weeks ago from newark to copenhagen round trip on SAS and ]would like to add those miles to my account. [please advise],i just enrolled on line for cname- frequent flier membership. i flew 2 weeks ago from newark to copenhagen round trip on SAS and would like to add those miles to my account. [please advise],187,67,0.6417112299,1
2,4,1,3,4054,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,62,0,1,1
2,4,1,3,4055,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,62,0,1,1
2,4,1,3,4056,"how do i fill out the proper documentation to get into the TSA fast line, as a gold member, i don't want to have to take off my shoes and remove my belt.","how do i fill out the proper documentation to get into the TSA fast line, [as a gold member, i don't want to have to take off my shoes and remove my belt.]","how do i fill out the proper documentation to get into the TSA fast line, as a gold member, [i don't want to have to take off my shoes and remove my belt.]",153,16,0.8954248366,1
2,4,1,3,4057,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,How many award miles do I need for a Mileageplan award ticket?,62,0,1,1
2,4,1,3,4058,can I use cname- Club lounge if I am traveling domestic in cname- First class?,can I use cname- Club lounge if I am traveling domestic in cname- First class?,can I use cname- Club lounge if I am traveling domestic in cname- First class?,78,0,1,1
2,4,1,3,4059,i booked a ticket yesterday and provided a credit card number. can i change the credit card now?,i booked a ticket yesterday and provided a credit card number. can i change the credit card now?,i booked a ticket yesterday and provided a credit card number. can i change the credit card now?,96,0,1,1
2,4,1,3,4060,Years ago my mileage plan number started out as ###########; over time I have somehow been given a mileage plan number of ########. Neither of the passwords I had previously set for the account were w,Years ago my mileage plan number started out as ###########; over time I have somehow been given a mileage plan number of ########. Neither of the passwords I had previously set for the account were w,[Years ago my mileage plan number started out as ###########; over time I have somehow been given a mileage plan number of ########. Neither of the passwords I had previously set for the account were w],200,200,0,0
2,4,1,3,4061,I have made a reservation previous to joing the can I still get mileage credit?,I have made a reservation previous to joing the can I still get mileage credit?,I have made a reservation previous to joing the can I still get mileage credit?,79,0,1,1
2,4,1,3,4062,Can one person buy tickets using miles and then upgrade with cash?,Can one person buy tickets using miles and then upgrade with cash?,Can one person buy tickets using miles and then upgrade with cash?,66,0,1,1
2,4,1,3,4063,With flight schedule change by --- on 1/3/2013 the seat assignment was changed to 24D from 7D for which we paid extra.,With flight schedule change by --- on 1/3/2013 the seat assignment was changed to 24D from 7D for which we paid extra.,[With flight schedule change by --- on 1/3/2013 the seat assignment was changed to 24D from 7D for which we paid extra.],118,118,0,0
2,4,1,3,4065,"Trying to pick seats for flight --1027, it showed available seats until we tried to select our seats.","Trying to pick seats for flight --1027, it showed available seats until we tried to select our seats.","Trying to pick seats for flight --1027, it showed available seats until we tried to select our seats.",101,0,1,1
2,4,1,3,4066,Confirmation# ######. I just changed it but have not received an email confirmation.,Confirmation# ######. I just changed it but have not received an email confirmation.,[Confirmation# ######.] I just changed it but have not received an email confirmation.,84,21,0.75,0
2,4,1,3,4067,my most recent activity does not list my flights on 1/28 (M3YJ4V ) and 2/1 (EQJHCV). Why not?,my most recent activity does not list my flights on 1/28 (M3YJ4V ) and 2/1 (EQJHCV). [Why not?],my most recent activity does not list my flights on 1/28 (M3YJ4V ) and 2/1 (EQJHCV). Why not?,93,8,0.9139784946,0
2,4,1,3,4068,"I'm trying to reserve seats, but am unsure as what type of seats were reserved when we used miles to book these seats February 1, 2013. Please advise what """"type"""" of seats, thank you","I'm trying to reserve seats, but am unsure as what type of seats were reserved [when we used miles to book these seats February 1, 2013. Please advise ]what """"type"""" of seats, [thank you]","I'm trying to reserve seats, but am unsure as what type of seats were reserved [when we used miles to book these seats February 1, 2013.] [Please advise ]what """"type"""" of seats, [thank you]",183,0,1,1
2,4,1,3,4069,I NEED TO TALK TO SOMEONE ABOUT BOOKING A FLIGHT WITH POINTS,I NEED TO TALK TO SOMEONE ABOUT BOOKING A FLIGHT WITH POINTS,I NEED TO TALK TO SOMEONE ABOUT BOOKING A FLIGHT WITH POINTS,60,0,1,1
2,4,1,3,4070,I can't sign into my account using the mileage card number and password that was used to open the account.,I can't sign into my account using the mileage card number and password that was used to open the account.,I can't sign into my account using the mileage card number and password that was used to open the account.,106,0,1,1
2,4,1,3,4072,"I just bought a ticket for my wife, ----- ------, but can't seem to buy a second ticket for that same flight with my Mileageplan miles.","I just bought a ticket[ for my wife, ----- ------, ]but can't seem to buy a second ticket for that same flight with my Mileageplan miles.","I just bought a ticket [for my wife, ----- ------,] but can't seem to buy a second ticket for that same flight with my Mileageplan miles.",135,0,1,1
2,4,1,3,4073,I already read through all these pages. There is no phone or direction to request for assistance at the airport.,[I already read through all these pages. ]There is no phone or direction to request for assistance at the airport.,[I already read through all these pages.] There is no phone or direction to request for assistance at the airport.,112,0,1,1
2,4,1,3,4074,"my address for this credit card is as written P O Box ###,---- ---- --","my address for this credit card is as written P O Box ###,---- ---- --","[my address for this credit card is as written P O Box ###,---- ---- --]",70,70,0,0
2,4,1,3,4075,"If we cancel a flight several few weeks in advance, do we get any refund or credit or do we loose the entire cost of the ticket?","If we cancel a flight [several few weeks in advance,] do we get any refund or credit or do we loose the entire cost of the ticket?","If we cancel a flight several few weeks in advance, do we get any refund or credit or do we loose the entire cost of the ticket?",128,29,0.7734375,0
2,4,1,3,4076,I am booking flight for India using my miles. Can I use farelock?,I am booking flight for India using my miles. Can I use farelock?,I am booking flight for India using my miles. Can I use farelock?,65,0,1,1
2,4,1,3,4077,"I have already found our flight, and picked it. I just don't know what to do, because it says age 18 to 64","I have already found our flight, and picked it. I just don't know what to do, because it says age 18 to 64","I have already found our flight, and picked it. I just don't know what to do, because it says age 18 to 64",106,0,1,1
2,4,1,3,4078,"My wife and I traveled on cname- on January 20th from Tulsa, OK to Houston, TX on flight -- 4229. Due to the fog in Houston our flight was delayed and we did not arrive in time to catch the cruise.","[My wife and I traveled on cname- on January 20th from Tulsa, OK to Houston, TX on flight -- 4229. Due to the fog in Houston ]our flight was delayed and we did not arrive in time to catch the cruise.","[My wife and I traveled on cname- on January 20th from Tulsa, OK to Houston, TX on flight -- 4229. Due to the fog in Houston our flight was delayed and we did not arrive in time to catch the cruise.]",197,73,0.6294416244,1
2,4,1,3,4079,Is it possible to use more than one Travel Certificate to purchase a ticket?,Is it possible to use more than one Travel Certificate to purchase a ticket?,Is it possible to use more than one Travel Certificate to purchase a ticket?,76,0,1,1
2,4,1,3,4080,i want to get a Izzo SWAMI 4000 Golf GPS I have enough award miles. What do i have to do? My mileageplan number #######,i want to get a Izzo SWAMI 4000 Golf GPS I have enough award miles.[ What do i have to do? My mileageplan number #######],i want to get a Izzo SWAMI 4000 Golf GPS I have enough award miles. What do i have to do? [My mileageplan number #######],119,21,0.8235294118,1
2,4,1,3,4081,I only see part of my question above. Did you get the entire question?,[I only see part of my question above. ]Did you get the entire question?,I only see part of my question above. Did you get the entire question?,70,38,0.4571428571,0
2,4,1,3,4082,cname- cancelled my flight and I had to drive 4 hours home. I would like a refund. How do I go about requesting that.,cname- cancelled my flight [and I had to drive 4 hours home. ]I would like a refund. [How do I go about requesting that.],cname- cancelled my flight [and I had to drive 4 hours home. ]I would like a refund. How do I go about requesting that.,117,34,0.7094017094,1
2,4,1,3,4083,Is there a phone number for me to call so I can talk to someone?,Is there a phone number for me to call so I can talk to someone?,Is there a phone number for me to call so I can talk to someone?,64,0,1,1
2,4,1,3,4084,If we are a mileage plan member ######## do we get one free bag to check in?,If we are a mileage plan member ######## do we get one free bag to check in?,If we are a mileage plan member [########] do we get one free bag to check in?,76,8,0.8947368421,0
2,4,1,3,4085,"I am trying to book Flight: --1003 at 8:25 am on March 9 from AUS. I'd like four seats, which show as available on the map, but I can't book them online","[I am trying to book Flight: --1003 at 8:25 am on March 9 from AUS. ]I'd like four seats, which show as available on the map, but I can't book them online","I am trying to book Flight: --1003 at 8:25 am on March 9 from AUS. I'd like four seats, which show as available on the map, but I can't book them online",152,67,0.5592105263,0
2,4,1,3,4086,I just booked a ticket with Air Cana da biz class AC 5907,I just booked a ticket with Air Cana da biz class AC 5907,[I just booked a ticket with Air Cana da biz class AC 5907],57,57,0,0
2,4,1,3,4087,"i am trying to renew cname- club on line, but i can not find the right site to get in for more than o month. ----","i am trying to renew cname- club on line, but i can not find the right site[ to get in for more than o month. ----]","i am trying to renew cname- club on line, but i can not find the right site to get in for more than o month. [----]",113,34,0.6991150442,1
2,4,1,3,4088,How can I purchase upgrade to Business Class on my existing reservation. I cannot find the link.,How can I purchase upgrade to Business Class on my existing reservation. I cannot find the link.,How can I purchase upgrade to Business Class on my existing reservation.[ I cannot find the link.],96,24,0.75,0
2,4,1,3,4089,"I reserved a flight ticket but one of the travelers does not want to go on the trip , she wants to cancel her ticket , will she get a refund ?","[I reserved a flight ticket but one of the travelers does not want to go on the trip , ]she wants to cancel her ticket , will she get a refund ?","I reserved a flight ticket but one of the travelers does [not want to go on the trip , she ]wants to cancel her ticket , will she get a refund ?",142,60,0.5774647887,1
2,4,1,3,4090,does the mileage plan number have to match the name of the person flying,does the mileage plan number have to match the name of the person flying,does the mileage plan number have to match the name of the person flying,72,0,1,1
2,4,1,3,4091,Why in the world would you deprive flyers of music/movie unless they swipe a card and pay DirecTV?,Why [in the world ]would you deprive flyers of music/movie unless they swipe a card and pay DirecTV?,Why in the world would you deprive flyers of music/movie unless they swipe a card and pay DirecTV?,98,13,0.8673469388,0
2,4,1,3,4092,There are no seats available on my flight to Florida. ######. How will I know if I will be able to get a seat at the airport?,There are no seats available [on my flight to Florida. ######. ]How will I know if I will be able to get a seat at the airport?,There are no seats available on my flight to Florida. ######. How will I know if I will be able to get a seat at the airport?,125,33,0.736,0
2,4,1,3,4093,You're not answering my question. Where do I access the former ---survey.com to register a complaint about my last flight?,[You're not answering my question. ]Where do I access the former ---survey.com to register a complaint about my last flight?,[You're not answering my question. ]Where do I access the former ---survey.com to register a complaint about my last flight?,122,0,1,1
2,4,1,3,4094,"I have a flight coming up on thursday 2/7/2013 from Colorado Springs to Tampa, returning on 2/12/2013. I have misplaced my flight information and would like for you to email my itinerary, please. My","[I have a flight coming up on thursday 2/7/2013 from Colorado Springs to Tampa, returning on 2/12/2013. ]I have misplaced my flight information and would like for you to email my itinerary[, please. My]","I have a flight coming up on thursday 2/7/2013 from Colorado Springs to Tampa, returning on 2/12/2013. I have misplaced my flight information and would like for you to email my itinerary, please. [My]",198,111,0.4393939394,1
2,4,1,3,4095,how do I use credit from a canceled flight to book a new flight reservation,how do I use credit from a canceled flight to book a new flight reservation,how do I use credit from a canceled flight to book a new flight reservation,75,0,1,1
2,4,1,3,4096,How come Ecomomy Plus is $29 for --795 to SFO from PDX tomorrow at 1:20 but the price shown at the beginning of checking in is approximately $13 +?,How come Ecomomy Plus is $29 for --795 to SFO from PDX tomorrow at 1:20 but the price shown at the beginning of checking in is approximately $13 +?,How come Ecomomy Plus is $29 for --795 to SFO from PDX tomorrow at 1:20 but the price shown at the beginning of checking in is approximately $13 +?,147,0,1,1
2,4,1,3,4097,I have a reservation on farelock and I am trying to see how much more the larger economy seats are on the flight to italy. There are more seats on the flight and I don't remember that being an option,[I have a reservation on farelock and] I am trying to see how much more the larger economy seats are on the flight to italy. [There are more seats on the flight and I don't remember that being an option],I have a reservation on farelock and I am trying to see how much more the larger economy seats are on the flight to italy.[ There are more seats on the flight and I don't remember that being an option],199,36,0.8190954774,1
2,4,1,3,4101,"Hi , I'm trying to find out how many miles I currently Have under my account number ########","[Hi , ]I'm trying to find out how many miles I currently Have under my account number ########","[Hi ,] I'm trying to find out how many miles I currently Have under my account number ########",92,0,1,1
2,4,1,3,4102,I already booked a flight feb. 16th that i would like to get flyer miles for,I already booked a flight feb. 16th that i would like to get flyer miles for,I already booked a flight feb. 16th that i would like to get flyer miles for,76,0,1,1
2,4,1,3,4104,"I have an """"electronic travel certificate receipt"""", Promotion Code: ######. It was issued 25May12 expires 25May13. Is the expiration date the date we need to start our travel or can it be that we mus","I have an """"electronic travel certificate receipt"""", [Promotion Code: ######. It was issued 25May12 expires 25May13.] Is the expiration date the date we need to start our travel or can it be that we mus","I have an """"electronic travel certificate receipt"""", [Promotion Code: ######. It was issued 25May12 expires 25May13. ]Is the expiration date the date we need to start our travel [or can it be that we mus]",200,24,0.88,1
2,4,1,3,4105,i need a number to call or have someone cancel my reservation and hold fare to be used in near future as a credit due to a death in the family.,i need a number to call [or have someone cancel my reservation and hold fare to be used in near future as a credit due to a death in the family.],i need a number to call or have someone cancel my reservation and hold fare to be used in near future as a credit [due to a death in the family.],143,89,0.3776223776,1
2,4,1,3,4106,"My balance is a little over 25,000. Des this mean I get a free economy round trip ticket in mainland USA?","My balance is a little over 25,000. Des this mean I get a free economy round trip ticket in mainland USA?","My balance is a little over 25,000. Des this mean I get a free economy round trip ticket in mainland USA?",105,0,1,1
